#missing_number - questionoption1: 숫자 간 간격 / questionoption2: 괄호 위치(미지정 시 랜덤) / questionoption3: ascending, descending 지정 가능, 없으면 둘 중 하나 / answerpoint1: 시작 수 세팅 (10=10의 배수, 5=5의 배수..), 없으면 랜덤                                                                                         #operations_with_objects - questionoption2: regroupingtrue시 받아올림,받아내림 강제. regroupingfalse시 받아올림, 받아내림 없음. 없으면 둘 중 하나.                                                                                         #operations_without_objects - questionoption3: vertical시 세로 연산. horizontal시 가로 연산. 없으면 둘 중 하나.                                                                                         #biggest_and_smallest - questionoption1: biggest시 가장 큰 수. smallest시 가장 작은 수.                                                                                         #bigger_and_smaller - questionoption1: bigger시 더 큰 수. smaller시 더 작은 수. / questionoption2: image, number 지정, 없으면 둘 중 하나 / questionoption3: image의 경우 lineup을 기재하면 정렬됨                                                                                         #compare_number_magnitudes - questionoption1: ascending, descending 지정 가능, 없으면 둘 중 하나 / answeroption1: 숫자 간 간격 지정, 없으면 지정하지 않음.                                                                                         #shapes - questionoption1: 질문, 음성 파일 명과 일치해야 함 / answerrange: 항목 중 답변을 하나 선택. 이미지 파일 명과 일치해야 함 / answeroption1 항목 중 보기 선택. 이미지 파일 명과 일치해야 함"											
#level	worksheet	leveltypesequence	type	templatename	questionoption1	questionoption2	questionoption3	questionoption4	questionoption5	answer	answeroption1			
PostTest_1	1	1001, 1001, 1002, 1002, 1003, 1004, 1004, 1005, 1005, 1006												
			32003	missing_number_drag	1	4	descending			1~5				
MiniTest_3_3	1	33001, 33002, 33003, 33004, 33005												
			33001	bigger_and_smaller	bigger	number		Yang mana lebih besar?	which_is_bigger.m4a	1~10				
			33002	bigger_and_smaller	smaller	number		Yang mana lebih kecil?	which_is_smaller.m4a	1~10				
			33003	biggest_and_smallest	biggest	Yang mana paling besar?	which_is_the_biggest.m4a			1~10				
			33004	biggest_and_smallest	smallest	Yang mana paling kecil?	which_is_the_smallest.m4a			1~10				
			33005	compare_number_magnitudes	ascending	Susun nombor dari terkecil hingga terbesar.	order_the_numbers_from_smallest_to_largest.m4a			1~10				
PostTest_3	1	3001, 3002, 3003~3004, 3005, 3006, 3007~3008, 3009, 3010, 3011, 3012												
			3001	2digit_numbers	howmany.m4a					21~50				
			3002	recognize_number						21~50				
			3003	bigger_and_smaller	bigger	number		Yang mana lebih besar?	which_is_bigger.m4a	1~20				
			3004	bigger_and_smaller	smaller	number		Yang mana lebih kecil?	which_is_smaller.m4a	1~20				
			3005	compare_number_magnitudes	ascending	Susun nombor dari terkecil hingga terbesar.	order_the_numbers_from_smallest_to_largest.m4a			1~10				
			3006	compare_number_magnitudes	ascending	Susun nombor dari terkecil hingga terbesar.	order_the_numbers_from_smallest_to_largest.m4a			1~20				
			3007	biggest_and_smallest	biggest	Yang mana paling besar?	which_is_the_biggest.m4a			1~20				
			3008	biggest_and_smallest	smallest	Yang mana paling kecil?	which_is_the_smallest.m4a			1~20				
			3009	missing_number_drag	1	3	ascending			1~10				
			3010	missing_number_drag	1	4	descending			1~10				
			3011	operations_with_objects	1~10+1~10=?	regroupingfalse				1~10				
			3012	operations_with_objects	1~10-1~10=?	regroupingfalse				1~10				
MiniTest_4_1	1	41001, 41002, 41003, 41004, 41005												
			41001	recognize_number						21~50				
			41002	number_identification						51~99				
			41003	compare_number_magnitudes	ascending	Susun nombor dari terkecil hingga terbesar.	order_the_numbers_from_smallest_to_largest.m4a			1~20				
			41004	missing_number_drag	1	4	ascending			1~10				
			41005	bigger_and_smaller	bigger	number		Yang mana lebih besar?	which_is_bigger.m4a	20~50				
MiniTest_4_2	1	42001, 42002, 42003, 42004, 42005~42008												
			42001	2digit_numbers	howmany.m4a					51~100				
			42002	compare_number_magnitudes	ascending	Susun nombor dari terkecil hingga terbesar.	order_the_numbers_from_smallest_to_largest.m4a			1~20				
			42003	operations_with_objects	2~10-1~4=?					1~9				
			42004	operations_with_objects	2~10-5~9=?					1~9				
			42005	shapes	which	Yang mana bulatan?	which_is_a_circle			bulatan	bulatan,segi empat sama,segi tiga, segi empat tepat			
			42006	shapes	which	Yang mana segi empat sama?	which_is_a_square			segi tempat sama	bulatan,segi empat sama,segi tiga, segi empat tepat			
			42007	shapes	which	Yang mana segi tiga?	which_is_a_triangle			segi tiga	bulatan,segi empat sama,segi tiga, segi empat tepat			
			42008	shapes	which	Yang mana segi empat tepat?	which_is_a_rectangle			segi empat tepat	bulatan,segi empat sama,segi tiga, segi empat tepat			
PostTest_4	1	4001, 4002, 4003, 4004~4005, 4006, 4007, 4008, 4009~4010, 4011~4014, 4015												
			4001	2digit_numbers	howmany.m4a					51~100				
			4002	number_identification						51~99				
			4003	use_magnitude_symbols	11~50	11~50	Isi tempat kosong.	fill_in_the_blank.m4a						
			4004	biggest_and_smallest	biggest	Yang mana paling besar?	which_is_the_biggest.m4a			11~50				
			4005	biggest_and_smallest	smallest	Yang mana paling kecil?	which_is_the_smallest.m4a			11~50				
			4006	compare_number_magnitudes	ascending	Susun nombor dari terkecil hingga terbesar.	order_the_numbers_from_smallest_to_largest.m4a			1~50				
			4007	missing_number_drag	1	4	descending			1~20				
			4008	missing_number_drag	2	3	ascending			1~20	2			
			4009	operations_with_objects	1~20+1~20=?	regroupingfalse				1~20				
			4010	operations_with_objects	1~20-1~20=?	regroupingfalse				1~20				
			4011	shapes	which	Yang mana bulatan?	which_is_a_circle			bulatan	bulatan,segi empat sama,segi tiga, segi empat tepat			
			4012	shapes	which	Yang mana segi empat sama?	which_is_a_square			segi tempat sama	bulatan,segi empat sama,segi tiga, segi empat tepat			
			4013	shapes	which	Yang mana segi tiga?	which_is_a_triangle			segi tiga	bulatan,segi empat sama,segi tiga, segi empat tepat			
			4014	shapes	which	Yang mana segi empat tepat?	which_is_a_rectangle			segi empat tepat	bulatan,segi empat sama,segi tiga, segi empat tepat			
			4015	shapes	what	Apakah bentuk ini?	What_is_this_shape			bulatan,segi_empat_sama,segi_tiga,segi_empat_tepat	bulatan,segi_empat_sama,segi_tiga,segi_empat_tepat
MiniTest_5_1	1	51001, 51002, 51003, 51004, 51005												
			51001	operations_drag	1~9+1~9=?		horizontal			1~10				
			51002	operations_drag	1~10-1~9=?		horizontal			1~9				
			51003	operations_drag	10-1~9=?		horizontal			1~9				
			51004	biggest_and_smallest	biggest	Yang mana paling besar?	which_is_the_biggest.m4a			11~50				
			51005	missing_number_drag	1	4	descending			1~20				
MiniTest_5_2	1	52001, 52002, 52003, 52004, 52005												
			52001	operations_drag	10+1~9=?		vertical			11~19				
			52002	operations_drag	11~20+1~10=?		vertical			11~19				
			52003	missing_number_drag	10	4	ascending			1~50	10			
			52004	operations_with_objects	1~9+1~9=?					10				
			52005	use_magnitude_symbols	11~50	11~50	Isi tempat kosong.	fill_in_the_blank.m4a						
MiniTest_5_3	1	53001, 53002, 53003, 53004, 53005												
			53001	operations_with_objects	1~9+1~9=?	regroupingtrue				1~20				
			53002	operations_with_objects	10-1~9=?	regroupingtrue				1~9				
			53003	operations_drag	11~20-1~10=?		vertical			10~20				
			53004	compare_number_magnitudes	ascending	Susun nombor dari terkecil hingga terbesar.	order_the_numbers_from_smallest_to_largest.m4a			1~50				
			53005	shapes	what	Apakah bentuk ini?	What_is_this_shape			pentagon,heksagon,segi_empat_selari,trapezium	pentagon,heksagon,segi_empat_selari,trapezium
PostTest_5	1	5001, 5002~5003, 5004~5007, 5008~5010, 5011, 5012, 5013, 5014, 5015~5018, 5019												
			5001	recognize_number						51~100				
			5002	use_magnitude_symbols	41~50	41~50	Isi tempat kosong.	fill_in_the_blank.m4a						
			5003	use_magnitude_symbols	16~19	31~34	Isi tempat kosong.	fill_in_the_blank.m4a						
			5004	biggest_and_smallest	biggest	Yang mana paling besar?	which_is_the_biggest.m4a			11~50				
			5005	biggest_and_smallest	smallest	Yang mana paling kecil?	which_is_the_smallest.m4a			11~50				
			5006	compare_number_magnitudes	ascending	Susun nombor dari terkecil hingga terbesar.	order_the_numbers_from_smallest_to_largest.m4a			11~50				
			5007	compare_number_magnitudes	descending	Susun nombor dari terbesar hingga terkecil.	order_the_numbers_from_largest_to_smallest.m4a			11~50				
			5008	missing_number_drag	1	2	ascending			1~50				
			5009	missing_number_drag	5	3	ascending			1~50	5			
			5010	missing_number_drag	10	4	descending			1~50	10			
			5011	operations_with_objects	1~9+1~9=?	regroupingtrue				11~18				
			5012	operations_drag	1~9+1~9=?		vertical			10				
			5013	operations_drag	10+1~10=?		horizontal			11~19				
			5014	operations_drag	10-1~9=?		vertical			1~9				
			5015	shapes	which	Yang mana pentagon?	Which_is_a_pentagon			pentagon	pentagon,heksagon,segi_empat_selari,trapezium
			5016	shapes	which	Yang mana heksagon?	Which_is_a_hexagon			heksagon	pentagon,heksagon,segi_empat_selari,trapezium
			5017	shapes	which	Yang mana segi empat selari?	Which_is_a_parallelogram			segi empat selari	pentagon,heksagon,segi_empat_selari,trapezium
			5018	shapes	which	Yang mana trapezoid?	Which_is_a_trapezoid			trapezium	pentagon,heksagon,segi_empat_selari,trapezium
			5019	shapes	what	Apakah bentuk ini?	What_is_this_shape			silinder,kubus,sfera,kon	silinder,kubus,sfera,kon
MiniTest_6_1	1	61001, 61002, 61003, 61004, 61005												
			61001	missing_number_drag	1	3	ascending			51~100				
			61002	missing_number_drag	10	4	ascending			51~100	10			
			61003	number_identification						51~100				
			61004	operations_with_objects	11~19+1~9=?	regroupingtrue				20				
			61005	operations_drag	1~9+1~9=?	regroupingtrue	vertical			10~19				
MiniTest_6_2	1	62001~62002, 62003, 62004, 62005, 62006												
			62001	biggest_and_smallest	biggest	Yang mana paling besar?	which_is_the_biggest.m4a			51~100				
			62002	biggest_and_smallest	smallest	Yang mana paling kecil?	which_is_the_smallest.m4a			51~100				
			62003	use_magnitude_symbols	51~100	51~100	Isi tempat kosong.	fill_in_the_blank.m4a						
			62004	operations_drag	11~20-10=?		horizontal			1~10				
			62005	operations_drag	11~20-1~9=?	regroupingtrue	vertical			1~10				
			62006	compare_number_magnitudes	ascending	Susun nombor dari terkecil hingga terbesar.	order_the_numbers_from_smallest_to_largest.m4a			51~99				
MiniTest_6_3	1	63001, 63002, 63003, 63004~63005, 63006												
			63001	missing_number_drag	10	3	descending			51~100	10			
			63002	operations_with_objects	11~20-1~9=?	regroupingtrue				1~20				
			63003	operations_drag	1~20+1~20=?	regroupingtrue	vertical			20				
			63004	operations_drag	20-1~9=?	regroupingtrue	vertical			11~19				
			63005	operations_drag	20-11~19=?	regroupingtrue	vertical			1~9				
			63006	compare_number_magnitudes	ascending	Susun nombor dari terkecil hingga terbesar.	order_the_numbers_from_smallest_to_largest.m4a			71~99				
PostTest_6	1	6001, 6002, 6003, 6004~6005, 6006~6007, 6008~6009, 6010, 6011, 6012, 6013~6014												
			6001	recognize_number						51~100				
			6002	3digit_numbers	howmany.m4a					100~110				
			6003	use_magnitude_symbols	51~100	51~100	Isi tempat kosong.	fill_in_the_blank.m4a						
			6004	biggest_and_smallest	biggest	Yang mana paling besar?	which_is_the_biggest.m4a			51~100				
			6005	biggest_and_smallest	smallest	Yang mana paling kecil?	which_is_the_smallest.m4a			51~100				
			6006	missing_number_drag	10	2	ascending			50~100	10			
			6007	missing_number_drag	5	2	ascending			51~100	5			
			6008	missing_number_drag	1	3	descending			51~100				
			6009	missing_number_drag	10	3	descending			51~100	10			
			6010	operations_with_objects	1~9+1~9=?	regroupingtrue				11~18				
			6011	operations_with_objects	11~20-1~9=?	regroupingtrue				2~19				
			6012	operations_drag	11~20-1~10=?	regroupingfalse	horizontal			1~10				
			6013	operations_drag	11~19+1~9=?	regroupingtrue	vertical			20				
			6014	operations_drag	20-1~9=?	regroupingtrue	vertical			11~19				
MiniTest_7_1	1	71001,71002, 71003, 71004, 71005												
			71001	missing_number_drag	3	4	ascending			1~20	3			
			71002	operations_with_objects	11~19-1~9=?	regroupingtrue				1~9				
			71003	operations_drag	1~10+1~10=?	regroupingtrue	vertical			10~20				
			71004	compare_number_magnitudes	ascending	Susun nombor dari terkecil hingga terbesar.	order_the_numbers_from_smallest_to_largest.m4a			51~99				
			71005	word_problem	Di dalam bakul ada 7 biji epal merah dan 2 biji epal hijau. Berapakah jumlah epal di dalam bakul?	en_uk_a1_08.m4a				9				
MiniTest_7_2	1	72001, 72002, 72003, 72004, 72005												
			72001	missing_number_drag	2	4	descending			1~10	2			
			72002	operations_drag	11~19+11~19=?	regroupingfalse	horizontal			20~30				
			72003	operations_drag	20-1~10=?		horizontal			1~10				
			72004	compare_number_magnitudes	descending	Susun nombor dari terbesar hingga terkecil.	order_the_numbers_from_largest_to_smallest.m4a			51~99				
			72005	word_problem	Ravi ada 2 biji guli. Aini ada 3 biji guli lebih daripada Ravi. Aini ada berapa biji guli?	en_uk_d3_02.m4a				5				
MiniTest_7_3	1	73001, 73002, 73003, 73004, 73005												
			73001	compare_number_magnitudes	ascending	Susun nombor dari terkecil hingga terbesar.	order_the_numbers_from_smallest_to_largest.m4a			71~99				
			73002	missing_number_drag	2	3	descending			11~30	2			
			73003	operations_with_objects	11~19+11~19=?	regroupingtrue				20~40				
			73004	operations_drag	21~50-10~20=?	regroupingfalse	vertical			1~40				
			73005	word_problem	Ali ada 5 biji epal. Dia makan 2 biji epal. Ali masih ada berapa biji epal?	en_uk_b1_01.m4a				3				
PostTest_7	1	7001, 7002~7003, 7004, 7005, 7006~7007, 7008, 7009, 7010~7011, 7012, 7013												
			7001	use_magnitude_symbols	51~100	51~100	Isi tempat kosong.	fill_in_the_blank.m4a						
			7002	compare_number_magnitudes	ascending	Susun nombor dari terkecil hingga terbesar.	order_the_numbers_from_smallest_to_largest.m4a			51~100				
			7003	compare_number_magnitudes	descending	Susun nombor dari terbesar hingga terkecil.	order_the_numbers_from_largest_to_smallest.m4a			51~100				
			7004	missing_number_drag	3	4	ascending			10~50	3			
			7005	missing_number_drag	5	3	descending			10~50	5			
			7006	operations_with_objects	11~19+1~9=?	regroupingtrue				20~30				
			7007	operations_with_objects	1~9+11~19=?	regroupingtrue				20~30				
			7008	operations_with_objects	11~19+11~19=?	regroupingtrue				20~40				
			7009	operations_drag	11~50-11~30=?	regroupingfalse	vertical			1~50				
			7010	word_problem	Kavita menangkap 5 ekor ikan pada waktu pagi. Kavita menangkap 4 ekor ikan lagi pada waktu petang. Berapakah jumlah ikan yang ditangkap oleh Kavita?	en_uk_a1_01.m4a				9				
			7011	word_problem	Kumar ada 2 ekor kambing di ladangnya. Dia ada 6 ekor ayam lebih banyak daripada kambing. Kumar ada berapa ekor ayam?	en_uk_d3_07.m4a				8				
			7012	word_problem	4 ekor burung sedang berehat di atas dahan. Seekor burung terbang pergi. Berapakah bilangan burung yang tinggal di atas dahan?	en_uk_b1_03.m4a				3				
			7013	word_problem	Ravi ada 7 biji belon. Ali ada 5 biji belon. Ravi ada berapa biji belon lebih daripada Ali?	en_uk_d1_02.m4a				2				
MiniTest_8_1	1	81001, 81002, 81003, 81004, 81005												
			81001	use_magnitude_symbols	100, 200, 300, 400, 500, 600, 700, 800, 900	100, 200, 300, 400, 500, 600, 700, 800, 900	Isi tempat kosong.	fill_in_the_blank.m4a						
			81002	missing_number_drag	2	4	descending			50~100	2			
			81003	operations_drag	11~50+11~50=?	regroupingfalse	vertical			20~50				
			81004	operations_drag	11~50-11~50=?	regroupingfalse	vertical			20~50				
			81005	word_problem	Di dalam tangki ada 14 ekor ikan. Kavita masukkan 3 ekor ikan lagi ke dalam tangki. Berapakah jumlah ikan di dalam tangki sekarang?	en_uk_a1_04.m4a				17				
MiniTest_8_2	1	82001, 82002, 82003, 82004, 82005												
			82001	compare_number_magnitudes	descending	Susun nombor dari terbesar hingga terkecil.	order_the_numbers_from_largest_to_smallest.m4a			51~100				
			82002	missing_number_drag	1	4	ascending			100~500				
			82003	operations_drag	21~40+11~20=?	regroupingtrue	vertical			30~60				
			82004	word_problem	Di meja makan ada 5 biji pinggan. 10 orang dijemput makan. Berapa biji pinggan lagi diperlukan?	en_uk_d3_09.m4a				5				
			82005	word_problem	12 ekor kucing duduk di atas pagar. Seekor kucing melompat turun. Berapa ekor kucing yang masih ada di atas pagar?	en_uk_b1_09.m4a				11				
MiniTest_8_3	1	83001, 83002, 83003, 83004, 83005												
			83001	missing_number_drag	100	2	ascending			100~900	100			
			83002	operations_drag	11~18-1~9=?	regroupingtrue	horizontal			1~9				
			83003	operations_drag	21~50-11~30=?	regroupingtrue	vertical			1~40				
			83004	word_problem	Mei ada 8 biji oren. Lina ada 4 biji oren. Mereka ada berapa biji oren semuanya?	en_uk_a2_08.m4a				12				
			83005	word_problem	Mei berumur 5 tahun. Lina 7 tahun lebih tua daripada Mei. Lina berumur berapa tahun?	en_uk_d4_10.m4a				12				
PostTest_8	1	8001, 8002, 8003, 8004, 8005, 8006, 8007, 8008, 8009, 8010												
			8001	compare_number_magnitudes	ascending	Susun nombor dari terkecil hingga terbesar.	order_the_numbers_from_smallest_to_largest.m4a			300~700				
			8002	missing_number_drag	1	3	ascending			200~999				
			8003	missing_number_drag	100	4	ascending			200~999	100			
			8004	missing_number_drag	100	4	descending			100~500	100			
			8005	operations_drag	11~50+11~20=?	regroupingtrue	vertical			1~50				
			8006	operations_drag	31~50-11~20=?	regroupingtrue	vertical			1~50				
			8007	word_problem	Ali ada 6 buah buku. Amir ada 2 buah buku. Berapakah jumlah buku yang mereka ada?	en_uk_a1_05.m4a				8				
			8008	word_problem	Kumar ada 11 biji mangga di dalam bakul. Kumar memberikan 4 biji mangga kepada kakaknya. Berapa biji mangga di dalam bakul sekarang?	en_uk_b2_05.m4a				7				
			8009	word_problem	Kumar berumur 12 tahun. Ravi berumur 8 tahun. Ravi berapa tahun lebih muda daripada Kumar?	en_uk_d2_06.m4a				4				
			8010	word_problem	Seorang petani mengutip 16 biji telur. Petani itu menggunakan 4 biji telur untuk membuat sarapan. Berapa biji telur yang tinggal?	en_uk_b1_06.m4a				12				
MiniTest_9_1	1	91001~91003, 91004, 91005, 91006, 91007												
			91001	operations_drag	11~99+10, 20, 30, 40, 50, 60, 70, 70, 80=?		horizontal			1~100				
			91002	operations_drag	10, 20, 30, 40, 50, 60, 70, 80+11~99=?		horizontal			1~100				
			91003	operations_drag	10, 20, 30, 40, 50, 60, 70, 80, 90-5,10=?		horizontal			1~100				
			91004	operations_without_objects	2, 3, 4, 5x1~9=?		horizontal			2~45				
			91005	missing_number_drag	10	3	ascending			500~990	10			
			91006	word_problem	Mei ada 9 belon. 6 belon berwarna hijau dan selebihnya berwarna biru. Berapa biji belon berwarna biru?	en_uk_c1_04.m4a				3				
			91007	shapes	what	Apakah bentuk ini?	What_is_this_shape			bulatan,segi_empat_sama,segi_tiga,segi_empat_sama	bulatan,segi_empat_sama,segi_tiga,segi_empat_tepat			
MiniTest_9_2	1	92001~92002, 92003, 92004, 92005, 92006												
			92001	missing_number_drag	1	4	descending			100~999				
			92002	missing_number_drag	5	3	ascending			100~999	5			
			92003	operations_drag	31~50+20~50=?	regroupingfalse	vertical			1~100				
			92004	operations_drag	10~99-10=?		vertical			1~90				
			92005	operations_without_objects	6, 7, 8, 9x1~9=?		horizontal			6~81				
			92006	word_problem	Seorang petani ada 7 pokok betik. Petani itu menanam beberapa pokok betik lagi. Sekarang, petani itu ada 10 pokok betik di kebunnya. Berapakah bilangan pokok betik yang baru ditanam oleh petani itu?	en_uk_e1_04.m4a				3				
MiniTest_9_3	1	93001, 93002, 93003, 93004, 93005												
			93001	operations_drag	11~30+20~70=?	regroupingtrue	vertical			1~99				
			93002	operations_drag	20~70-11~30=?	regroupingtrue	vertical			1~99				
			93003	missing_number_drag	10	4	descending			100~999	10			
			93004	word_problem	Pasukan tenis ada 12 orang pemain. 6 orang pemain ialah perempuan. Selebihnya ialah lelaki. Berapa orang pemain lelaki?	en_uk_c2_09.m4a				6				
			93005	shapes	what	Apakah bentuk ini?	What_is_this_shape			pentagon,heksagon,segi_empat_selari,trapezium	pentagon,heksagon,segi_empat_selari,trapezium
PostTest_9	1	9001, 9002, 9003, 9004, 9005, 9006, 9007, 9008, 9009, 9010												
			9001	operations_drag	20~70-11~30=?	regroupingtrue	vertical			1~100				
			9002	operations_drag	11~30+20~70=?	regroupingtrue	vertical			1~100				
			9003	missing_number_drag	5	4	descending			100~999	5			
			9004	missing_number_drag	3	3	ascending			1~20				
			9005	operations_without_objects	2~9x2~9=?		horizontal			4~81				
			9006	word_problem	Ravi ada 4 biji guli. Aini memberi beberapa biji guli kepada Ravi. Sekarang, Ravi ada 6 biji guli. Berapa biji guli yang Aini beri kepada Ravi?	en_uk_e1_02.m4a				2				
			9007	word_problem	Ali ada 10 biji epal. Ali makan beberapa biji epal. Sekarang tinggal 4 biji epal. Ali makan berapa biji epal?	en_uk_e2_01.m4a				6				
			9008	shapes	what	Apakah bentuk ini?	What_is_this_shape			silinder,kubus,sfera,kon	silinder,kubus,sfera,kon
			9009	word_problem	Seekor lebah ada 6 kaki. 2 ekor lebah ada berapa kaki semuanya?	en_uk_f1_02.m4a				12				
			9010	word_problem	Ibu ada 8 biji gula-gula. Ibu memberi gula-gula itu sama banyak kepada 2 orang anaknya. Setiap anak mendapat berapa biji gula-gula?	en_uk_f2_01.m4a				4				
SpecialTest_1	1	10001, 10002, 10003, 10004, 10005												
			10001	compare_number_magnitudes	ascending	Susun nombor dari terkecil hingga terbesar.	order_the_numbers_from_smallest_to_largest.m4a			1~6	1			
			10002	compare_number_magnitudes	ascending	Susun nombor dari terkecil hingga terbesar.	order_the_numbers_from_smallest_to_largest.m4a			5~10	1			
			10003	use_magnitude_symbols	1~10	1~10	Isi tempat kosong.	fill_in_the_blank.m4a			2			
			10004	compare_number_magnitudes	descending	Susun nombor dari terbesar hingga terkecil.	order_the_numbers_from_largest_to_smallest.m4a			1~6	1			
			10005	compare_number_magnitudes	descending	Susun nombor dari terbesar hingga terkecil.	order_the_numbers_from_largest_to_smallest.m4a			5~10	1			
SpecialTest_2	1	20001, 20002, 20003, 20004, 20005												
			20001	compare_number_magnitudes	ascending	Susun nombor dari terkecil hingga terbesar.	order_the_numbers_from_smallest_to_largest.m4a			11~50				
			20002	compare_number_magnitudes	ascending	Susun nombor dari terkecil hingga terbesar.	order_the_numbers_from_smallest_to_largest.m4a			51~99				
			20003	use_magnitude_symbols	11~50	11~50	Isi tempat kosong.	fill_in_the_blank.m4a						
			20004	use_magnitude_symbols	11~99	11~99	Isi tempat kosong.	fill_in_the_blank.m4a						
			20005	compare_number_magnitudes	descending	Susun nombor dari terbesar hingga terkecil.	order_the_numbers_from_largest_to_smallest.m4a			11~99				
SpecialTest_3	1	30001, 30002, 30003, 30004, 30005												
			30001	compare_number_magnitudes	ascending	Susun nombor dari terkecil hingga terbesar.	order_the_numbers_from_smallest_to_largest.m4a			100~500				
			30002	compare_number_magnitudes	ascending	Susun nombor dari terkecil hingga terbesar.	order_the_numbers_from_smallest_to_largest.m4a			100~999				
			30003	compare_number_magnitudes	descending	Susun nombor dari terbesar hingga terkecil.	order_the_numbers_from_largest_to_smallest.m4a			100~500				
			30004	use_magnitude_symbols	100, 200, 300, 400, 500, 600, 700, 800, 900	100, 200, 300, 400, 500, 600, 700, 800, 900	Isi tempat kosong.	fill_in_the_blank.m4a						
			30005	use_magnitude_symbols	100~999	100~999	Isi tempat kosong.	fill_in_the_blank.m4a						
SpecialTest_4	1	40001, 40002, 40003, 40004, 40005												
			40001	missing_number_drag	1	4	ascending			1~10				
			40002	missing_number_drag	2	3	ascending			1~20	2			
			40003	missing_number_drag	1	2	ascending			1~20				
			40004	missing_number_drag	1	4	descending			1~20				
			40005	missing_number_drag	2	3	descending			1~20	2			
SpecialTest_5	1	50001, 50002, 50003, 50004, 50005												
			50001	missing_number_drag	1	4	ascending			21~99				
			50002	missing_number_drag	10	2	ascending			21~99	10			
			50003	missing_number_drag	5	3	ascending			21~99	5			
			50004	missing_number_drag	1	4	descending			21~99				
			50005	missing_number_drag	10	3	descending			21~99	10			
SpecialTest_6	1	60001, 60002, 60003, 60004, 60005												
			60001	missing_number_drag	5	4	ascending			100~999	5			
			60002	missing_number_drag	100	2	ascending			100~999	100			
			60003	missing_number_drag	10	3	ascending			100~999	10			
			60004	missing_number_drag	1	4	descending			100~999				
			60005	missing_number_drag	10	3	descending			100~999	10			
SpecialTest_7	1	70001, 70002, 70002~70003, 70003, 70004												
			70001	operations_with_objects	1~9+1~9=?		horizontal			1~9				
			70002	operations_with_objects	1~9+1~9=?		horizontal			1~9				
			70003	operations_drag	1~9+1~9=?		horizontal			1~9				
			70004	operations_drag	1~9+1~9=?		horizontal			10				
SpecialTest_8	1	80001, 80002, 80003, 80004, 80005												
			80001	operations_drag	10+1~9=?		horizontal			11~19				
			80002	operations_with_objects	11~18+1~8=?	regroupingfalse	horizontal			11~19				
			80003	operations_with_objects	1~8+11~18=?	regroupingfalse	horizontal			11~19				
			80004	operations_drag	11~18+1~8=?	regroupingfalse	horizontal			11~19				
